Date,Open,High,Low,Close,Adj Close,Volume
2005-08-02,61.185001,61.500000,61.119999,61.439999,43.949299,167800
2005-08-03,61.355000,61.549999,61.320000,61.490002,43.985054,154200
2005-08-04,61.410000,61.410000,60.945000,60.945000,43.595211,212200
2005-08-05,60.869999,60.869999,60.384998,60.474998,43.259007,149400
2005-08-08,60.615002,60.770000,60.224998,60.275002,43.115948,116000
2005-08-09,60.549999,60.730000,60.439999,60.584999,43.337688,341800
2005-08-10,60.900002,61.180000,60.419998,60.674999,43.402073,191600
2005-08-11,60.674999,61.005001,60.514999,60.970001,43.613094,167400
2005-08-12,60.750000,60.825001,60.395000,60.595001,43.344849,157800
2005-08-15,60.750000,61.290001,60.470001,60.904999,43.566589,194600
2005-08-16,60.814999,60.814999,60.110001,60.110001,42.997913,192200
2005-08-17,60.160000,60.430000,60.049999,60.105000,42.994343,182200
2005-08-18,59.990002,60.270000,59.860001,60.040001,42.947845,209800
2005-08-19,60.310001,60.349998,60.150002,60.250000,43.098057,96800
2005-08-22,60.404999,60.580002,59.974998,60.195000,43.058727,737400
2005-08-23,60.250000,60.250000,59.895000,60.115002,43.001495,216200
2005-08-24,60.029999,60.415001,59.700001,59.720001,42.718941,179600
2005-08-25,59.884998,59.955002,59.744999,59.910000,42.854851,229400
2005-08-26,59.910000,59.910000,59.450001,59.500000,42.561581,170400
2005-08-29,59.474998,59.950001,59.255001,59.915001,42.858429,339000
2005-08-30,59.685001,59.740002,59.384998,59.715000,42.715370,269400
2005-08-31,59.645000,60.494999,59.564999,60.485001,43.266171,312000
2005-09-01,60.424999,60.759998,60.205002,60.480000,43.262596,243600
2005-09-02,60.540001,60.560001,60.255001,60.325001,43.151714,270000
2005-09-06,60.450001,61.035000,60.404999,61.025002,43.652435,182400
2005-09-07,61.075001,61.244999,60.889999,61.224998,43.795502,228800
2005-09-08,61.029999,61.185001,60.889999,61.009998,43.641705,181400
2005-09-09,61.134998,61.500000,61.105000,61.424999,43.938568,317000
2005-09-12,61.410000,61.544998,61.400002,61.439999,43.949299,312600
2005-09-13,61.474998,61.474998,61.000000,61.049999,43.670307,518600
2005-09-14,61.049999,61.105000,60.709999,60.799999,43.491486,340000
2005-09-15,61.009998,61.009998,60.650002,60.814999,43.502220,207600
2005-09-16,61.064999,61.270000,60.895000,61.230000,43.799065,142000
2005-09-19,61.075001,61.174999,60.764999,61.005001,43.638145,199000
2005-09-20,61.119999,61.200001,60.369999,60.404999,43.208939,173600
2005-09-21,60.209999,60.299999,59.830002,59.830002,42.797623,739800
2005-09-22,59.630001,60.150002,59.560001,60.035000,42.944256,574800
2005-09-23,59.875000,60.285000,59.764999,60.154999,43.030098,158600
2005-09-26,60.169998,60.244999,59.750000,59.945000,43.084019,365000
2005-09-27,60.025002,60.110001,59.695000,59.945000,43.084019,979000
2005-09-28,60.125000,60.130001,59.724998,60.000000,43.123535,153000
2005-09-29,59.900002,60.555000,59.724998,60.500000,43.482918,198200
2005-09-30,61.014999,61.014999,60.424999,60.674999,43.608673,204800
